tracks,idTracks,artist,idArtist,nameAlbumTr,idAlbumTr,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 - ""Moonlight"": I. Adagio sostenuto",630zE7N1xPxdK2Zz4S3rPA,"['Ludwig van Beethoven', 'Daniel Barenboim']","['2wOqMjp9TyABvtHdOSOTUS', '78sEozQOEJxzXegUuqRSgH']",Beethoven: The Piano Sonatas,1pp9Xql2oo2vmb8jq6dq0U,0.278,0.00245,1,-41.53,0,0.0497,0.995,0.881,0.114,0.293,139.161,403333
"Nocturne No. 6 in G Minor, Op. 15, No. 3",7Fs8VvfKUBq9QULOmXDvJ3,"['Frédéric Chopin', 'Maria João Pires']","['7y97mc3bZRFXzT2szRM4L4', '1hRLlo7ZGxEmc0ztMOKurs']",Chopin: The Nocturnes,5sJtW03dyXYGzd7WRqT4Zk,0.353,0.00611,2,-28.315,0,0.0489,0.995,0.957,0.0603,0.0971,71.4,266000
"Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": II. Andante",23RrXQ03rPGGMGAhP8tXJj,"['Wolfgang Amadeus Mozart', 'Víkingur Ólafsson']","['4NJhFmfw43RLBLjQvxDuRS', '0iqgjl0OG3z53PZVIB7ZyD']","Mozart: Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": II. Andante",6BNMOIhOl3ciBWtxE0t93x,0.37,0.0176,7,-33.316,1,0.0462,0.993,0.912,0.0814,0.275,122.183,239616
River Flows In You,2agBDIr9MYDUducQPC1sFU,Yiruma,0fauHpmSHwodVYIjTqOGHz,Yiruma 2nd Album 'First Love' (The Original & the Very First Recording),1N6p8qmf8PJgYQdktQQYYh,0.315,0.22,9,-21.343,1,0.0514,0.987,0.943,0.0802,0.116,145.195,188787
"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande",1upQiytDIEZfl9ItruoXuC,"['George Frideric Handel', 'Alexander Briger', 'Academy of St. Martin in the Fields']","['1QL7yTHrdahRMpvNtn6rI2', '6bk0YPhJSL44WBtoGe4GI6', '77CaCn32H4mOMQA7UElzfF']",Handel Sarabande,657D9POYWMrDMK9MWNxPHL,0.0939,0.0336,2,-24.041,0,0.0606,0.927,0.83,0.0954,0.0516,67.359,207267
"Dawn - From ""Pride & Prejudice"" Soundtrack",2k2MprlqkmDMKKOOWGREzW,"['Dario Marianelli', 'Jean-Yves Thibaudet']","['0s1ec6aPpRZ4DCj15w1EFg', '1Dot4uMsJMx8n1Xi7gAdV6']",Pride and Prejudice - OST,5pV86WRRdbyIdK3YkS7rOI,0.332,0.0525,0,-24.1,1,0.0388,0.991,0.891,0.0683,0.097,78.853,158600
"Piano Sonata No. 2 in F Major, K. 280: III. Presto - Live",3Rda4GhwR3aCa0Ig7otb2V,"['Wolfgang Amadeus Mozart', 'Grigory Sokolov']","['4NJhFmfw43RLBLjQvxDuRS', '6ChLWj2mIxKtKa2pNifotH']",The Salzburg Recital (Live),2XvVGjFlRzrNnAhxyix2Ss,0.422,0.151,5,-25.005,1,0.0352,0.992,0.892,0.351,0.631,143.652,264853
SOLITE PARE (feat. thasup & Sfera Ebbasta),0PQxC8NHgiKXLK3Zm6QoCj,"['Sick Luke', 'thasup', 'Sfera Ebbasta']","['0hk4xVujcyOr6USD95wcWb', '19i93sA0D7yS9dYoVNBqAA', '23TFHmajVfBtlRx5MXqgoz']",X2,6ZVOpNfX2JMfAFDqEfmyQ5,0.66,0.79,9,-4.344,0,0.0537,0.282,0.0,0.299,0.556,111.071,211660
Separate Ways (Worlds Apart),1pTw2cNrp9L3esxLAvWnN2,Journey,0rvjqX7ttXeg3mTy8Xscbt,Frontiers,3pZ6D15onAaT2YyiTbcHmh,0.467,0.943,0,-5.626,1,0.0576,0.0189,4.51e-06,0.216,0.453,131.536,323667
Dove Si Balla,5a6ABzVhqgVKI1znaI9tar,Dargen D'Amico,7muPB2GhV0sEg2K1Fgj0Xm,NEI SOGNI NESSUNO È MONOGAMO,3lWe6FOAIDAOjJoDIzu67e,0.592,0.603,0,-5.403,1,0.0933,0.176,0.0,0.123,0.437,145.94,198082
Material Girl,22sLuJYcvZOSoLLRYev1s5,Madonna,6tbjWDEIzxoDsBA1FuhfPW,Celebration (double disc version),43lok9zd7BW5CoYkXZs7S0,0.742,0.883,0,-3.419,1,0.0329,0.333,7.51e-06,0.0964,0.978,136.506,240280
Heartless,4EWCNWgDS8707fNSZ1oaA5,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,808s & Heartbreak,3WFTGIO6E3Xh4paEOBY9OU,0.79,0.647,10,-5.983,0,0.136,0.0515,0.0,0.248,0.654,87.999,211000
Rockstar,3RlsVPIIs5KFhLFhxZ4iDF,Nickelback,6deZN1bslXzeGvOLaLMOIF,All the Right Reasons (Walmart Exclusive Edition),74qGFpCx9XpFaZUnqqdDtb,0.616,0.91,0,-3.004,1,0.0386,0.0459,0.0,0.343,0.693,144.072,252040
Breathe (feat. Sean Paul) - Rap Version,1BPybPVkDfUjFDvqG04l58,"['Blu Cantrell', 'Sean Paul']","['6vytZ677lz4LzCrUDcDokM', '3Isy6kedDrgPYoTS1dazA9']",Bittersweet,6AnYRqJHyeEzt2zviudTMH,0.8,0.663,2,-3.832,1,0.0324,0.048,0.0,0.252,0.472,91.934,228000
WALLAH,0ButnoyujuPzlldb6HdFV5,Ghali,3egWSWp7Y4FyCKIyvXbw7L,Sensazione ultra,7x0QV22Ci2ZOm9HweqBLhn,0.894,0.675,2,-6.618,1,0.0654,0.0673,1.94e-05,0.124,0.546,120.144,133777
DESPECHÁ,5ildQOEKmJuWGl2vRkFdYc,ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,DESPECHÁ,5omNd3Mkij9C3ZeW19rRmv,0.919,0.623,7,-6.521,1,0.0992,0.184,1.63e-05,0.0609,0.775,130.037,157018
Non si nomina Bruno,5HLXH0bqjagJRLm7nSK1g9,"['Renata Fusco', 'Fabrizio Vidale', 'Ilaria De Rosa', 'Alvaro Soler', 'Diana Del Bufalo', 'Margherita De Risi', 'Encanto - Cast']","['6knGdY8Z7RaFv4v5VyKaAg', '15kQ81uv3kFDZOOL7Icmqb', '4QAYRh7sh0W4pyyveSa7ST', '2urF8dgLVfDjunO0pcHUEe', '62AlFffVtGz6s4GzUUDsc2', '1gYxeRCLVWlUyYEUxYAWsy', '3xLU748QxpTmIVaiNXXg0P']",Encanto (Colonna Sonora Originale),10RyzZcCSixyWcXfxuF6cG,0.573,0.506,8,-7.715,1,0.0665,0.539,0.0,0.14,0.818,205.98,216120
The Streets - Re-Twist,5a251qN4R86hro8UZGuO4E,"['WC', 'Snoop Dogg', 'Nate Dogg']","['3NgwMzys77S7sgfh2W5k0V', '7hJcb9fa4alzcOq3EaNPoG', '1Oa0bMld0A3u5OTYfMzp5h']",Ghetto Heisman,6oFqjPc6qSFepKCWgO8BGw,0.92,0.811,4,-2.892,0,0.117,0.159,0.0026,0.0935,0.602,97.117,227867
Veleno,5b5LAmQZx3mKmhL7PQGegi,Guè,7F2utINZ6tSokSiZTQBE27,GVESVS,1fONeOwepyow1t4dUw0RcL,0.793,0.772,2,-6.005,1,0.0422,0.24,3.15e-06,0.145,0.674,94.998,194107
Splash (feat. Moneybagg Yo),3GW3dMxqIbl14cZtpLRQBy,"['Tyga', 'Moneybagg Yo']","['5LHRHt1k9lMyONurDHEdrp', '3tJoFztHeIJkJWMrx0td2f']",Splash (feat. Moneybagg Yo),78G2ZuU0lbpOLgrMS4OYbv,0.794,0.613,1,-6.336,0,0.145,0.0363,0.0,0.742,0.412,135.984,173162
Running Up That Hill (A Deal With God),75FEaRjZTKLhTrFGsfMUXR,Kate Bush,1aSxMhuvixZ8h9dK9jIDwL,Hounds Of Love,5BWl0bB1q0TqyFmkBEupZy,0.629,0.547,10,-13.123,0,0.055,0.72,0.00314,0.0604,0.197,108.375,298933
Shakerando,4EC028SvtlC25iHQSG2OIa,Rhove,44DWomjW1oDuxIoBIRpmQ4,Shakerando,4ZF92wezwJWluQn4CQcXLJ,0.855,0.805,7,-5.651,0,0.191,0.764,0.00708,0.302,0.469,135.009,195556
∞ LOVE (feat. Guè),0HhSB4nAJpI5expWnZL199,"['Marracash', 'Guè']","['5AZuEF0feCXMkUCwQiQlW7', '7F2utINZ6tSokSiZTQBE27']","NOI, LORO, GLI ALTRI",0rgggvSYGSms079nUlcAGX,0.726,0.828,7,-5.191,0,0.071,0.105,0.0,0.0873,0.307,125.002,218368
PAMPAMPAMPAMPAMPAMPAMPAM,0AO2RPbzoaNRlNmnk70oRt,Irama,5iot8OPcosJN9nCl7I5SdK,PAMPAMPAMPAMPAMPAMPAMPAM,1KevfnP3zjfYonUVGeBUqg,0.823,0.802,9,-2.666,0,0.0647,0.183,0.000325,0.392,0.831,112.078,158571
Stand Up,2CtCwQhY0ZLvr8L2l8Bo6e,"['Ludacris', 'Shawnna']","['3ipn9JLAPI5GUEo4y4jcoi', '4gpDA7R5796e6zbvZxGNga']",Chicken - N - Beer,3hJHXxX04PNuGFIxdEHGzg,0.751,0.84,6,-4.855,1,0.349,0.367,0.0,0.0916,0.801,99.057,213760
Hungry Like the Wolf - 2009 Remaster,39lSeqnyjZJejRuaREfyLL,Duran Duran,0lZoBs4Pzo7R89JM9lxwoT,Rio (Collector's Edition),02tfQwJSOLP77oCd9U8bqm,0.691,0.812,0,-7.772,1,0.0558,0.0433,1.16e-06,0.299,0.685,127.568,220627
MOLOTOV,6SQmh0L5icrThwGDTeLkg1,Lazza,0jdNdfi4vAuVi7a6cPDFBM,SIRIO,2v7KXdLrb81rGL9G7jwcjF,0.613,0.96,5,-4.343,0,0.0542,0.265,0.0,0.24,0.669,159.98,160205
FINIMONDO,0RFRr1i6USZRE66r5vB9OT,M¥SS KETA,594PwrFy2mmLueuUwUgoCM,CLUB TOPPERIA,55jRiCSPrXaypNbQFnL1ei,0.796,0.842,7,-6.94,1,0.231,0.033,5.2e-05,0.178,0.691,126.008,171905
Ringo Starr,5yfE6GXTuJaAlepKoE0wJE,Pinguini Tattici Nucleari,6RdcIWVKYYzNzjQRd3oyHS,Fuori dall'Hype Ringo Starr,56JsicBPrw88plclhKK74J,0.754,0.925,4,-2.912,0,0.0512,0.304,0.0,0.313,0.857,114.077,183333
Chimica,4Y3889XjcyuyMxTOjT30TE,"['Ditonellapiaga', 'Donatella Rettore']","['7HtzacrJpksCiS6qHypb8l', '7eIqewR3PiwQDItf5G2SyV']",Camouflage,7rnYrNvJzlPSYcvjAO95UO,0.671,0.736,5,-6.436,0,0.288,0.0344,0.0,0.0885,0.673,160.038,181312
INSUPERABILE,3nNxdeQX9iFeuosMcFEeDd,Rkomi,056KMTw6IztdQjBmFfVyO3,TAXI DRIVER,6et3LALeDMavQqtIn2AC3Z,0.667,0.848,4,-5.195,0,0.0851,0.0344,0.0,0.183,0.84,122.035,172462
BABY GODDAMN,3yWHQ4n4ARLDfYTuT2NhnN,Tananai,35V1WomiedCJeGfupcPm7s,BABY GODDAMN,6bOKRuocPC83OuQDrRIklj,0.819,0.764,10,-3.311,0,0.1,0.0317,2.73e-05,0.0579,0.885,114.033,149605
Last Night a D.J. Saved My Life,6NSqiyQWIyZLouviktad9X,Indeep,50xejJlMNloQ4PUB7lGP9h,The Collection,3kBttrxwsNFoNTtRGyhge1,0.968,0.345,11,-14.17,1,0.151,0.154,0.00344,0.0425,0.954,109.803,341427
"4,5,6",1t0vvwpJZXnZQTHV7gJl3l,Big Mali,7x34WSbxJuJnz7pMPWg4Yz,Gangsta Talk,23hGXVi3gBtKEpyvs1s2U7,0.903,0.627,1,-7.166,1,0.387,0.0504,0.0,0.0722,0.916,151.995,151353
Giovani Wannabe,7iLuBTHJSXM2HalKHFqEEy,Pinguini Tattici Nucleari,6RdcIWVKYYzNzjQRd3oyHS,Giovani Wannabe,4Z93gEHbpIBqeNbIK337oA,0.739,0.81,11,-5.317,0,0.0311,0.0409,0.0,0.122,0.948,127.972,212967
Spirale ovale,7pSFMd9OqviU7J8OWXneM7,Articolo 31,1Ij5ZIGlPTkoZibay58zHe,Domani smetto,0oa6Ie2YLSbaQDrC1WZbTl,0.393,0.974,9,-2.321,1,0.239,0.0927,0.0,0.274,0.725,215.8,232187
September,2grjqo0Frpf2okIBiifQKs,"Earth, Wind & Fire",4QQgXkCYTt3BlENzhyNETg,"The Best Of Earth, Wind & Fire Vol. 1",2FW0uQ4WL25umm5p2VrZO7,0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,215093
Amo Milano,28VzMyrs6r5pJtV0X0DMSd,Dargen D'Amico,7muPB2GhV0sEg2K1Fgj0Xm,D'Io,7r29VAnKVkiOM95okgs05V,0.742,0.737,6,-4.824,0,0.179,0.432,0.0,0.293,0.564,95.01,242740
The Wild Boys,23M7cQkNJLiddeubvVgaQl,Duran Duran,0lZoBs4Pzo7R89JM9lxwoT,Greatest,7xbWtTByfdMWFfxXmeFFl0,0.741,0.838,11,-7.622,0,0.0637,0.407,0.0,0.138,0.586,115.689,257600
4 Minutes (feat. Justin Timberlake & Timbaland),1oHClQEgDmmbcEx12Kc5nZ,"['Madonna', 'Justin Timberlake', 'Timbaland']","['6tbjWDEIzxoDsBA1FuhfPW', '31TPClRtHm23RisEBtV3X7', '5Y5TRrQiqgUO4S36tzjIRZ']",Celebration (double disc version),43lok9zd7BW5CoYkXZs7S0,0.753,0.931,2,-4.922,1,0.0652,0.00994,0.00696,0.234,0.767,113.029,189693
Hace Calor - Remix,3h043RAJ7tKaG1HDFeet6w,"['Kaleb Di Masi', 'Sfera Ebbasta', 'Rvfv', 'Omar Varela']","['5U5wYVqrbD6J8SK4kNhau4', '23TFHmajVfBtlRx5MXqgoz', '2CCgb0KApjfQDuTppovpf8', '5xIOUIBQhGFX7HIj8lhdyU']",Hace Calor (Remix),1ScrZWEue2DdYU8aj9AiSF,0.889,0.618,5,-5.124,0,0.0627,0.367,0.00438,0.105,0.444,130.021,247385
I'm Yours,1EzrEOXmMH3G43AXT1y7pA,Jason Mraz,4phGZZrJZRo4ElhRtViYdl,We Sing. We Dance. We Steal Things.,04G0YylSjvDQZrjOfE5jA5,0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,242947
I Want It That Way,47BBI51FKFwOMlIiX6m8ya,Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,Millennium,5ySxm9hxBNss01WCL7GLyQ,0.689,0.694,6,-5.83,0,0.027,0.257,0.0,0.148,0.482,99.039,213307
No More ?'s,7y9yjpRtZajYzVpXHRjwGz,"['Eazy-E', 'Ice Cube']","['7B4hKK0S9QYnaoqa9OuwgX', '3Mcii5XWf6E0lrY3Uky4cA']",Eazy-Duz-It,2glPhGd3WXbnNttSdOOr2e,0.935,0.805,7,-4.782,1,0.225,0.0143,1.53e-06,0.298,0.624,105.641,234360
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",6JV2JOEocMgcZxYSZelKcc,Justin Timberlake,31TPClRtHm23RisEBtV3X7,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",40LbnfieVTWtHrK24WQeEB,0.666,0.83,0,-5.715,1,0.0751,0.0123,0.0,0.191,0.702,113.03,236002
Mujeriego,78kygHp1dvW1kncYjBgbe1,Ryan Castro,7j6DKwmjbxvpQO8h914uEz,Mujeriego,43sxUsU622oLloqafw61vN,0.758,0.621,9,-8.033,1,0.125,0.0628,0.0,0.0809,0.92,79.949,142500
Ninna Nanna,1bJn4Hfj4xa58Jse9bQrN1,Ghali,3egWSWp7Y4FyCKIyvXbw7L,Album,09wqWIOKWuS6RwjBrXe08B,0.751,0.731,1,-5.05,0,0.0427,0.141,0.0,0.333,0.421,140.019,237493
PIENA (feat. Guè),6RwXS2TY6JFKiZSJM9hrW6,"['M¥SS KETA', 'Guè']","['594PwrFy2mmLueuUwUgoCM', '7F2utINZ6tSokSiZTQBE27']",CLUB TOPPERIA,55jRiCSPrXaypNbQFnL1ei,0.794,0.85,10,-4.1,0,0.0592,0.00372,0.000561,0.0515,0.439,106.042,149434
Juicy - 2005 Remaster,5ByAIlEEnxYdvpnezg7HTX,The Notorious B.I.G.,5me0Irg2ANcsgc93uaYrpb,Ready to Die (The Remaster),2HTbQ0RHwukKVXAlTmCZP2,0.889,0.818,9,-4.639,1,0.253,0.47,0.0,0.179,0.782,96.063,302760
"Si, ah",4nS6mZBLYgtksYyXsuXgBw,Frah Quintale,7BgEOZ9w3Y4IMShXTMu1nN,Regardez moi,2vdMQdtjraDA0paMwtEbVd,0.586,0.597,5,-6.422,1,0.355,0.105,0.0,0.051,0.961,106.556,172850
Hit 'Em Up - Single Version,0Z2J91b2iTGLVTZC4fKgxf,"['2Pac', 'Outlawz']","['1ZwdS5xdxEREPySFridCfh', '2jp3Fk52x0HbymU0lNYbSC']",Greatest Hits,1WBZyULtlANBKed7Zf9cDP,0.916,0.844,7,-3.967,1,0.236,0.0394,0.0,0.0778,0.586,95.19,312627
I Wanna Dance with Somebody (Who Loves Me),2tUBqZG2AbRi7Q0BIrVrEj,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,Whitney,5Vdzprr5cOqXQo44eHeV7t,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,291293
Pass The Dutchie,4qsHN0A1uiS4stUbDjlUbe,Musical Youth,2CuzDPkRD6BJBvdWqCrt2I,The Youth Of Today,2fzSaL01wmGVH2W1moTcCs,0.79,0.442,7,-14.09,1,0.0873,0.392,0.0,0.639,0.965,150.137,204223
When I Grow Up,21pySLskKIKrhDziCX5ojQ,The Pussycat Dolls,6wPhSqRtPu1UhRCDX5yaDJ,Doll Domination (Deluxe),7mDkWKTghwBDuHCJmH6qR5,0.671,0.685,11,-5.762,0,0.05,0.00165,0.0,0.398,0.368,118.449,245680
SOS,30cSNer6TV8x2utjULVeQ5,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,A Girl Like Me,2JdjS6jjOml7nt7Yjo0nnh,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07e-05,0.413,0.527,137.046,238920
Dancing Queen,0GjEhVFGZW8afUYGChu3Rr,ABBA,0LcJLqbBmaGUft1e9Mm8HV,Arrival,1V6a99EbTTIegOhWoPxYI9,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,230400
"Machete Mob (feat. Lazza, Nitro, Hell Raton & Jack The Smoker) - prod. Low Kidd",7xEy6aGKzIQGfZt0sepsqo,"['Dani Faiv', 'Lazza', 'Nitro', 'Hell Raton', 'Jack The Smoker']","['0ffKEtMDnROKWyJtXUnLbJ', '0jdNdfi4vAuVi7a6cPDFBM', '6jQZzWW3JlEtcRDSzFVKSP', '6g5SF1Yz63eoPUnJgRHfrz', '0vZAzVAFQL1gKLBPfnXMaS']",Scusate se esistiamo,0vy3XupVku7oivBQwPfPwo,0.692,0.746,5,-5.07,0,0.312,0.11,0.0,0.176,0.446,101.022,227179
Partigiano Reggiano,4n70dNUzBbTtfMBHV8DGiq,Zucchero,2KftmGt9sk1yLjsAoloC3M,Black Cat,0zamFBttlCPoeZMSImQ2GS,0.664,0.976,9,-5.445,1,0.134,0.142,0.0,0.0954,0.35,129.983,179909
Scooby Doo,1P6TlFb8EVH2nCX3luVpZW,Pinguini Tattici Nucleari,6RdcIWVKYYzNzjQRd3oyHS,AHIA!,0b2peKNz7zmn4xIxfPBUPa,0.74,0.743,6,-4.166,1,0.137,0.0477,0.0,0.0925,0.773,135.071,179125
Sk8er Boi,00Mb3DuaIH1kjrwOku9CGU,Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,Let Go,3zXjR3y2dUWklKmmp6lEhy,0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0.0,0.358,0.484,149.937,204000
Shut Up,0koYRm9MYr86fdKyaBuSiG,Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,Shut Up,01qJHNy9Tig8uEp8JfcIrv,0.821,0.715,2,-4.415,1,0.255,0.0731,0.0,0.071,0.57,112.972,310093
Walk,50au7vYb1sD3a8UkMGhalB,"['WC', 'Ice Cube', 'Mack 10']","['3NgwMzys77S7sgfh2W5k0V', '3Mcii5XWf6E0lrY3Uky4cA', '3USpNaxpX1iNqNnQWqg9ob']",Ghetto Heisman,6oFqjPc6qSFepKCWgO8BGw,0.933,0.67,2,-4.713,1,0.321,0.115,0.0,0.426,0.761,102.057,238507
Work,2IQu41y7HzWdt6nezE2lhg,Kelly Rowland,3AuMNF8rQAKOzjYppFNAoB,Work,4LQtTtV4r2Y1d6hse2z5li,0.885,0.845,10,-5.834,0,0.059,0.0047,0.0,0.108,0.658,102.762,208240
Notti In Bianco,38UoVEHcZ85EGBo6k79643,BLANCO,1MRiIeZbc0cRuxOafDUCtH,Notti In Bianco,6gnq480U8mvkVRMqKinsX6,0.58,0.778,6,-4.141,1,0.0473,0.355,0.0,0.0769,0.612,150.096,176400
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,7LqjznQwfrax7MjQXmxqdQ,"['Jennifer Lopez', 'Jadakiss', 'Styles P']","['2DlGxzQSjYe5N6G9nkYghR', '5pnbUBPifNnlusY8kTBivi', '2x8KDZdSONA3872CnhaAlX']",This Is Me...Then,1l8TpRDfjJjKdtbzNtSycM,0.845,0.768,6,-5.448,1,0.188,0.00733,5.04e-06,0.0575,0.96,100.0,187840
Scrivile Scemo,71r3UlkV7sWvUYjas5paqi,Pinguini Tattici Nucleari,6RdcIWVKYYzNzjQRd3oyHS,AHIA!,0b2peKNz7zmn4xIxfPBUPa,0.617,0.916,9,-3.538,1,0.0317,0.123,0.0,0.183,0.552,135.091,214926
PIOVE (feat. Sfera Ebbasta),6BUueuMQR4k7CuoMEsnGou,"['Lazza', 'Sfera Ebbasta']","['0jdNdfi4vAuVi7a6cPDFBM', '23TFHmajVfBtlRx5MXqgoz']",SIRIO,2v7KXdLrb81rGL9G7jwcjF,0.381,0.627,4,-5.446,0,0.114,0.232,0.0,0.0803,0.458,187.835,155863
NEMESI (feat. BLANCO),4QBXMgfDKmmVrYEqICIPxJ,"['Marracash', 'BLANCO']","['5AZuEF0feCXMkUCwQiQlW7', '1MRiIeZbc0cRuxOafDUCtH']","NOI, LORO, GLI ALTRI",0rgggvSYGSms079nUlcAGX,0.736,0.736,0,-7.597,0,0.0641,0.136,0.000345,0.0753,0.333,120.02,175627
5 Gocce (feat. Rkomi),3z0GeNGWyVduziP1cQ0mFN,"['Irama', 'Rkomi']","['5iot8OPcosJN9nCl7I5SdK', '056KMTw6IztdQjBmFfVyO3']",Il giorno in cui ho smesso di pensare,2bL1yZKdgMo1syeyCYDwhq,0.742,0.808,4,-5.206,1,0.059,0.279,9.85e-06,0.325,0.846,74.992,160000
I'm Still Standing,1jDJFeK9x3OZboIAHsY9k2,Elton John,3PhoLpVuITZKcymswpck5b,Too Low For Zero,0OmYuz9hwn1XoqmDaU0yJ7,0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,183440
"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans]",6Wt5QBzHp9vdSLAFlvdnDQ,"['Diddy', 'Ginuwine', 'Loon', 'Mario Winans', 'Tammy Ruggieri']","['59wfkuBoNyhDMQGCljbUbA', '7r8RF1tN2A4CiGEplkp1oP', '2gie1bU1LwnxdFAJoTLjzT', '4BIQA9vRkqXEnA2twmq7mU', '3syIAcIriqzXKN77IwQnWB']",Bad Boy's 10th Anniversary- The Hits,46JQVqJpOg8opDLUl1qHT1,0.713,0.471,1,-7.392,0,0.483,0.421,0.0,0.0308,0.779,199.764,285587
Nostalgia,22gH5Qg5j5ZzF7LaR7Nrkj,BLANCO,1MRiIeZbc0cRuxOafDUCtH,Nostalgia,3WKUnE0tlqfep4jO5gyF3P,0.644,0.904,0,-3.749,1,0.0605,0.0372,0.0,0.0767,0.562,130.061,182308
GASOLINA,7I9l9qOYfdUMuSO6Q4VQtZ,ANNA,7K80yOTC0Id95gRaOxDG5u,LISTA 47,3MMMbRt5PJf5zXmFoe94D4,0.713,0.862,2,-2.9,1,0.0423,0.0695,3.95e-06,0.0847,0.691,130.139,145846
BIZCOCHITO,4kXxEhuatrvwrTQycA7s9B,ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,MOTOMAMI,6jbtHi5R0jMXoliU2OS0lo,0.93,0.774,1,-4.203,1,0.0744,0.605,0.0238,0.12,0.781,116.972,109120
uNa DiReZioNe giUsTa,1ktyKCzfI8hooCJP3X2yP5,"['yungest Moonstar', 'Neffa', 'thasup']","['3l9OOqBvHs4SM91bWqtaQb', '54dqxLAclwu0QSaTwCyCaF', '19i93sA0D7yS9dYoVNBqAA']",uNa DiReZioNe giUsTa,51yDwPiJNSAOouxDtp1t3G,0.409,0.647,10,-7.698,1,0.212,0.303,0.0,0.332,0.523,196.426,215517
Don't You (Forget About Me) - Remastered 2001,2u96akbqgCRtkjfLMYrgZo,Simple Minds,6hN9F0iuULZYWXppob22Aj,Celebrate (Greatest Hits / Expanded Edition),1cmOT0GhJc3op7L0kJsGsC,0.666,0.788,2,-7.02,1,0.0276,0.0884,0.0628,0.298,0.675,111.257,260773
Party In The U.S.A.,3E7dfMvvCLUddWissuqMwr,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,The Time Of Our Lives (International Version),0IuHVgAvbNDJnJepuSZ8Oz,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067
Wanted Dead Or Alive,0oerlffJSzhRVvtDfLcp3N,Bon Jovi,58lV9VcRSjABbAbfWS6skp,Slippery When Wet,0kBfgEilUFCMIQY5IOjG4t,0.252,0.802,7,-3.976,1,0.0391,0.13,0.0146,0.309,0.253,150.056,308667
She Wolf,4cS2HQ6jK80vqdY9ofpztx,Shakira,0EmeFodog0BfCgMzAIvKQp,She Wolf (Expanded Edition),5u0OuxRnf3FzvZR07xAxL2,0.865,0.69,7,-7.448,1,0.0443,0.285,0.0162,0.225,0.867,121.983,188867
Let's Get It Started - Spike Mix,4hfIVhq0F0zFUcrbecsYmo,Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,Elephunk,3eqkfT9f1XyM8GME1gVDrD,0.783,0.794,11,-2.231,0,0.12,0.105,0.0,0.304,0.805,104.963,217733
Gangsta Nation,65iyI1iybyv5ecsfBHSdUf,Westside Connection,3zNM2tRfTX6LI1lN2PlrTt,Terrorist Threats,2fsMp83A31t6nqp1TvV7OB,0.843,0.7,9,-3.249,0,0.26,0.127,0.0,0.876,0.675,95.05,293053
STAR WALKIN' (League of Legends Worlds Anthem),38T0tPVZHcPZyhtOcCP7pF,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,STAR WALKIN' (League of Legends Worlds Anthem),0aIy6J8M9yHTnjtRu81Nr9,0.637,0.715,2,-4.971,0,0.0455,0.148,0.0,0.0892,0.308,141.872,210576
Oh My God,3Kkjo3cT83cw09VJyrLNwX,Adele,4dpARuHxo51G3z768sgnrY,30,21jF5jlMtzo94wbxmJ18aa,0.534,0.725,1,-3.906,1,0.046,0.091,0.0,0.0264,0.55,88.098,225149
Infamity Show,31n0IigR561jYALhTmwN2z,Nitro,6jQZzWW3JlEtcRDSzFVKSP,No Comment,2eDz2HN7gs3WGthy1AELW5,0.832,0.72,1,-4.651,1,0.101,0.0628,0.0,0.376,0.59,116.92,208867
